SOURCE,CCCCRIMELABEL,CCCDESCRIP,CCC_LABELDES,NIBRSKEYWORDMATCH,NIBRSOFFENSE,NIBRSAORB,NIBRSCLASSIFICATION,MATCH CORRECTED,MATCHKEYWORD
CCC,TAXI PERMIT RE,TAXI PERMIT REQUIRED,TAXI PERMIT RE TAXI PERMIT REQUIRED,OTHER,OTHER,OTHER,OTHER,1,0
CCC,TAXI W/O PERMIT,operating a taxi without permit,TAXI W/O PERMIT operating a taxi without permit,OTHER,OTHER,OTHER,OTHER,1,0
CCC,TEACHER ABUSE,school teacher abuse,TEACHER ABUSE school teacher abuse,OTHER,OTHER,B,OTHER,1,0
CCC,TELEMKT/INTERNT,"prohibited telemarketing, internet activities","TELEMKT/INTERNT prohibited telemarketing, internet activities",OTHER,OTHER,OTHER,OTHER,1,0
CCC,TEMP EXP PERMIT,Temporary Signs Exempt From Permits,TEMP EXP PERMIT Temporary Signs Exempt From Permits,OTHER,OTHER,OTHER,OTHER,1,0
CCC,TEMP SIGN PERMI,temporary signs requiring permits,TEMP SIGN PERMI temporary signs requiring permits,OTHER,OTHER,OTHER,OTHER,1,0
CCC,TINTING VIO,vehicle window/window tinting violation,TINTING VIO vehicle window/window tinting violation,OTHER,OTHER,OTHER,OTHER,1,0
CCC,TOO CLOSE ACCID,following too close with accident,TOO CLOSE ACCID following too close with accident,OTHER,OTHER,B,OTHER,1,0
CCC,TOO FAST FOR CN,too fast for conditions,TOO FAST FOR CN too fast for conditions,OTHER,OTHER,OTHER,OTHER,1,0
CCC,TOO FAST FOR CO,too fast for conditions,TOO FAST FOR CO too fast for conditions,OTHER,OTHER,OTHER,OTHER,1,0
CCC,TRAFFICKING-COC,trafficking - cocaine,TRAFFICKING-COC trafficking - cocaine,DRUG,"DRUG/NARCOTIC OFFENSES, DRUG/NARCOTIC VIOLATIONS",A,SOCIETY,1,1
CCC,TRANS RECO MATE,transfer recorded material sound/visual,TRANS RECO MATE transfer recorded material sound/visual,OTHER,OTHER,OTHER,OTHER,1,0
CCC,TRUCK PARKED IN,truck parked in restricted zone,TRUCK PARKED IN truck parked in restricted zone,OTHER,OTHER,OTHER,OTHER,1,0
CCC,TRUCKS IMP-LANE,Trucks using improper lane on multi lane highway,TRUCKS IMP-LANE Trucks using improper lane on multi lane highway,OTHER,OTHER,OTHER,OTHER,1,0
CCC,UNATTENDED MOTO,unattended motor vehicle violation,UNATTENDED MOTO unattended motor vehicle violation,OTHER,OTHER,OTHER,OTHER,1,0
CCC,UNAUT BONDSMAN,unauthorized bondsman,UNAUT BONDSMAN unauthorized bondsman,OTHER,OTHER,OTHER,OTHER,1,0
CCC,UNAUTH ALARMS,unauthorized alarms,UNAUTH ALARMS unauthorized alarms,ALARM,FALSE FIRE ALARM,B,OTHER,1,1
CCC,UNAUTH APPRAISE,Unauthorized appraisals,UNAUTH APPRAISE Unauthorized appraisals,OTHER,OTHER,OTHER,OTHER,1,0
CCC,UNAUTH STRUCTUR,"erection, placement, or maintenance of unlawful/unauthorized structure","UNAUTH STRUCTUR erection, placement, or maintenance of unlawful/unauthorized structure",OTHER,OTHER,OTHER,OTHER,1,0
CCC,UNAUTHORIZED US,Unauthorized use of siren,UNAUTHORIZED US Unauthorized use of siren,ALARM,FALSE FIRE ALARM,B,OTHER,1,1
CCC,Unavailable,unavailable,Unavailable unavailable,OTHER,OTHER,OTHER,OTHER,1,0
CCC,UNL DRIVER COMM,employer allowing unlawful driver on commercial vehicle,UNL DRIVER COMM employer allowing unlawful driver on commercial vehicle,OTHER,OTHER,OTHER,OTHER,1,0
CCC,UNL PRACT NURSE,unlawfully practicing nursing,UNL PRACT NURSE unlawfully practicing nursing,OTHER,OTHER,OTHER,OTHER,1,0
CCC,UNL USE OF TAG,tag - use of for concealing identity of vehicle,UNL USE OF TAG tag - use of for concealing identity of vehicle,OTHER,OTHER,OTHER,OTHER,1,0
CCC,UNLAW CONDT 911,unlawful conduct during 9-1-1 call,UNLAW CONDT 911 unlawful conduct during 9-1-1 call,911,"FALSE REPORT, FALL REPORT TO 911, 911 ABUSE",B,SOCIETY,1,1
CCC,UNLAW RET RCPT,unlawful use of retail receipts,UNLAW RET RCPT unlawful use of retail receipts,OTHER,OTHER,OTHER,OTHER,1,0
CCC,UNLAWFUL ACCUMU,Unlawful Accumulation of Junk,UNLAWFUL ACCUMU Unlawful Accumulation of Junk,OTHER,OTHER,OTHER,OTHER,1,0
CCC,UNLAWFUL ACTS,Unlawful use of false/forged certificate as engineer,UNLAWFUL ACTS Unlawful use of false/forged certificate as engineer,FORGE,FORGERY,A,PROPERTY,1,1
CCC,UNLAWFUL DHR FE,Unlawful solicitation extra Dept of Human Resources fee,UNLAWFUL DHR FE Unlawful solicitation extra Dept of Human Resources fee,OTHER,OTHER,OTHER,OTHER,1,0
CCC,UNLAWFUL USE BL,unlawful use blue lights,UNLAWFUL USE BL unlawful use blue lights,OTHER,OTHER,OTHER,OTHER,1,0
CCC,UNLAWFUL USE OF,Unlawful use of blue lights,UNLAWFUL USE OF Unlawful use of blue lights,OTHER,OTHER,OTHER,OTHER,1,0
CCC,UNS LOAD/LITTER,unsecure load/litter,UNS LOAD/LITTER unsecure load/litter,OTHER,OTHER,OTHER,OTHER,1,0
CCC,UNSECURE LOAD,unsecure load,UNSECURE LOAD unsecure load,OTHER,OTHER,B,OTHER,1,0
CCC,USE OF FICTITIO,use of fictitious name (script),USE OF FICTITIO use of fictitious name (script),FRAUD,FRAUD OFFENSES,A,PROPERTY,1,1
CCC,USE OF FIGHTING,use of fighting words,USE OF FIGHTING use of fighting words,OTHER,OTHER,OTHER,OTHER,1,0
CCC,USE PHONE TO CO,use of communications facilities to violate provis,USE PHONE TO CO use of communications facilities to violate provis,OTHER,OTHER,OTHER,OTHER,1,0
CCC,UTILITY-SUSPEND,utility suspension -violation by landlord,UTILITY-SUSPEND utility suspension -violation by landlord,OTHER,OTHER,OTHER,OTHER,1,0
CCC,VANDALISM-PLACE,vandalism to a place of worship,VANDALISM-PLACE vandalism to a place of worship,VAND,TRESPASS OF PERSONAL PROPERTY,B,OTHER,1,1
CCC,VEH ACC PRI ALC,vehicle accident/alcohol/private property,VEH ACC PRI ALC vehicle accident/alcohol/private property,OTHER,OTHER,B,OTHER,1,0
CCC,VEH INS REQUIRE,knowingly making a false statement pert to motor,VEH INS REQUIRE knowingly making a false statement pert to motor,OTHER,OTHER,OTHER,OTHER,1,0
CCC,VEH. FELONY SUB,vehicle used in felony controlled substance.,VEH. FELONY SUB vehicle used in felony controlled substance.,OTHER,OTHER,OTHER,OTHER,1,0
CCC,VEH/PART ID REM,duty of purchaser of vehicle or part from which id removed or altered,VEH/PART ID REM duty of purchaser of vehicle or part from which id removed or altered,OTHER,OTHER,OTHER,OTHER,1,0
CCC,VEH-DOOR VIO,opening / closing vehicle doors on traffic side,VEH-DOOR VIO opening / closing vehicle doors on traffic side,OTHER,OTHER,OTHER,OTHER,1,0
CCC,VEHICLE ACC INJ,vehicle accident/injuries,VEHICLE ACC INJ vehicle accident/injuries,OTHER,OTHER,OTHER,OTHER,1,0
CCC,VERIF AGE/ALC,verification of age/alcohol,VERIF AGE/ALC verification of age/alcohol,OTHER,OTHER,B,OTHER,1,0
CCC,VICIOUS DOG,vicious dog,VICIOUS DOG vicious dog,OTHER,OTHER,OTHER,OTHER,1,0
CCC,VIO ANIMAL QUAR,Violation of animal quarantine,VIO ANIMAL QUAR Violation of animal quarantine,OTHER,OTHER,OTHER,OTHER,0,0
CCC,VIO CABO 1&2 CD,violation council american bldg officials and two-family dwelling code,VIO CABO 1&2 CD violation council american bldg officials and two-family dwelling code,OTHER,OTHER,OTHER,OTHER,0,0
CCC,VIO CATV DESCRM,violation of catv descrambler prohibition,VIO CATV DESCRM violation of catv descrambler prohibition,OTHER,OTHER,OTHER,OTHER,0,0
CCC,VIO CITY ORD,violation city ordinance,VIO CITY ORD violation city ordinance,OTHER,OTHER,OTHER,OTHER,0,0
CCC,VIO CNTY SIGN,violation of county sign ordinance,VIO CNTY SIGN violation of county sign ordinance,OTHER,OTHER,OTHER,OTHER,0,0
CCC,VIO EMP SEC LAW,violation of georgia employment security law,VIO EMP SEC LAW violation of georgia employment security law,OTHER,OTHER,OTHER,OTHER,1,0
CCC,VIO GA CONT SUB,"violation of georgia controlled substances act', 'violation of the georgia controlled substances act","VIO GA CONT SUB violation of georgia controlled substances act', 'violation of the georgia controlled substances act",OTHER,OTHER,OTHER,OTHER,0,0
CCC,VIO GA DANGEROU,violation georgia dangerous drug act,VIO GA DANGEROU violation georgia dangerous drug act,OTHER,OTHER,OTHER,OTHER,0,0
CCC,VIO GA EMP SECU,violation of georgia employment security law,VIO GA EMP SECU violation of georgia employment security law,OTHER,OTHER,OTHER,OTHER,0,0
CCC,VIO GA SECU ACT,violation georgia securities fraud act,VIO GA SECU ACT violation georgia securities fraud act,OTHER,OTHER,OTHER,OTHER,0,0
CCC,VIO GA SECURITI,violation georgia securities,VIO GA SECURITI violation georgia securities,OTHER,OTHER,OTHER,OTHER,1,0
CCC,VIO GA. SECURIT,violation of georgia securities,VIO GA. SECURIT violation of georgia securities,OTHER,OTHER,OTHER,OTHER,0,0
CCC,VIO IND SEWAGE,"Violation Industrial sewage disposal', 'Violation of Industrial Sewage Disposal","VIO IND SEWAGE Violation Industrial sewage disposal', 'Violation of Industrial Sewage Disposal",OTHER,OTHER,OTHER,OTHER,0,0
CCC,VIO LEASH LAW,Violation leash law,VIO LEASH LAW Violation leash law,OTHER,OTHER,OTHER,OTHER,1,0
CCC,VIO NOISE ORDIN,Violation noise ordinance,VIO NOISE ORDIN Violation noise ordinance,OTHER,OTHER,OTHER,OTHER,1,0
CCC,VIO PSC REGS,"Violates any order, rule or regulation of Public Service Commission","VIO PSC REGS Violates any order, rule or regulation of Public Service Commission",OTHER,OTHER,OTHER,OTHER,0,0
CCC,VIO SEASON OR B,violation season or bag limit,VIO SEASON OR B violation season or bag limit,OTHER,OTHER,OTHER,OTHER,0,0
CCC,VIO SEASONS-BAG,Violation seasons-bag limit/limit,VIO SEASONS-BAG Violation seasons-bag limit/limit,OTHER,OTHER,OTHER,OTHER,0,0
CCC,VIO TAXI ORD,violation of taxi cab ordinance,VIO TAXI ORD violation of taxi cab ordinance,OTHER,OTHER,B,OTHER,1,0
CCC,VIO ZONING ORD,violation zoning ordinance,VIO ZONING ORD violation zoning ordinance,OTHER,OTHER,OTHER,OTHER,0,0
CCC,VIO-CO SIGN ORD,violation of county sign ordinance,VIO-CO SIGN ORD violation of county sign ordinance,OTHER,OTHER,OTHER,OTHER,0,0
CCC,VIO-GA CONTROLL,violation-georgia controlled substance act,VIO-GA CONTROLL violation-georgia controlled substance act,OTHER,OTHER,OTHER,OTHER,0,0
CCC,VIOL DRIV PERMI,violating conditions on limited driving permit,VIOL DRIV PERMI violating conditions on limited driving permit,OTHER,OTHER,OTHER,OTHER,0,0
CCC,VIOL GA CEMETAR,violation of georgia cemetery act,VIOL GA CEMETAR violation of georgia cemetery act,OTHER,OTHER,OTHER,OTHER,0,0
CCC,VIOL GA P/D ACT,violation of georgia private detective/security agency act,VIOL GA P/D ACT violation of georgia private detective/security agency act,OTHER,OTHER,OTHER,OTHER,0,0
CCC,VIOL GA SEC ACT,violation georgia security act,VIOL GA SEC ACT violation georgia security act,OTHER,OTHER,OTHER,OTHER,0,0
CCC,VIOL LEASH LAW,violation of leash law,VIOL LEASH LAW violation of leash law,OTHER,OTHER,OTHER,OTHER,1,0
CCC,VIOL OPEN CONT.,Violation of open container ordinance,VIOL OPEN CONT. Violation of open container ordinance,OTHER,OTHER,OTHER,OTHER,0,0
CCC,VIOL PHARMA LIC,violations of georgia licensing of pharmacies,VIOL PHARMA LIC violations of georgia licensing of pharmacies,OTHER,OTHER,OTHER,OTHER,0,0
CCC,VIOL SOLID WAST,violation solid waste management act,VIOL SOLID WAST violation solid waste management act,OTHER,OTHER,OTHER,OTHER,0,0
CCC,VIOL/SALES TAX,violation/sales tax provisions,VIOL/SALES TAX violation/sales tax provisions,OTHER,OTHER,OTHER,OTHER,0,0
CCC,VIO-OFF ROAD VE,Violation-off road vehicle ordinance,VIO-OFF ROAD VE Violation-off road vehicle ordinance,OTHER,OTHER,OTHER,OTHER,0,0
CCC,VIO-VEH EMMISIO,"Vehicle Emission Control Act - violation', 'Violation-vehicular visible emission control act","VIO-VEH EMMISIO Vehicle Emission Control Act - violation', 'Violation-vehicular visible emission control act",OTHER,OTHER,OTHER,OTHER,0,0
CCC,VISUAL SIGNALS,Use of visual signals by school bus driver,VISUAL SIGNALS Use of visual signals by school bus driver,OTHER,OTHER,OTHER,OTHER,0,0
CCC,VOID CITATION,Voided citation,VOID CITATION Voided citation,OTHER,OTHER,OTHER,OTHER,0,0
CCC,VOTERS/FALSE ST,Qualification of voters / false statements,VOTERS/FALSE ST Qualification of voters / false statements,OTHER,OTHER,OTHER,OTHER,0,0
CCC,WANTED PERS LOC,wanted person located,WANTED PERS LOC wanted person located,OTHER,OTHER,OTHER,OTHER,0,0
CCC,WARNING DEVICES,Warning devices/slow vehicle,WARNING DEVICES Warning devices/slow vehicle,OTHER,OTHER,OTHER,OTHER,0,0
CCC,WARRANT APPL AP,warrant application/application,WARRANT APPL AP warrant application/application,OTHER,OTHER,OTHER,OTHER,0,0
CCC,WARRANT APPL DF,warrant application/defendant,WARRANT APPL DF warrant application/defendant,OTHER,OTHER,OTHER,OTHER,0,0
CCC,WATER BAN - VIO,Water Conservation Act - violation,WATER BAN - VIO Water Conservation Act - violation,OTHER,OTHER,OTHER,OTHER,0,0
CCC,WATER RESTRICT,water restriction violation,WATER RESTRICT water restriction violation,OTHER,OTHER,OTHER,OTHER,0,0
CCC,WATER USE BAN,Violation of water use ordinance,WATER USE BAN Violation of water use ordinance,OTHER,OTHER,OTHER,OTHER,0,0
CCC,WITNESS ATT MUR,witness - attempt to murder,WITNESS ATT MUR witness - attempt to murder,OTHER,OTHER,OTHER,OTHER,1,0
CCC,WRONG SIDE OF R,Wrong side of road,WRONG SIDE OF R Wrong side of road,OTHER,OTHER,OTHER,OTHER,1,0
CCC,WRONG SIDE ROAD,wrong side of the road,WRONG SIDE ROAD wrong side of the road,OTHER,OTHER,OTHER,OTHER,1,0
CCC,WRONG WAY ON A,wrong way on a one way street,WRONG WAY ON A wrong way on a one way street,OTHER,OTHER,OTHER,OTHER,1,0
CCC,WRONG WAY ON ON,Wrong way on one way street,WRONG WAY ON ON Wrong way on one way street,OTHER,OTHER,OTHER,OTHER,1,0
CCC,XXXXX XXXXX,xxxxx xxxxx,XXXXX XXXXX xxxxx xxxxx,OTHER,OTHER,OTHER,OTHER,1,0
CCC,YIELD R/W FUNER,failure to yield to funeral procession,YIELD R/W FUNER failure to yield to funeral procession,OTHER,OTHER,OTHER,OTHER,1,0
CCC,ZONING-JUNKYARD,zoning-junkyard/salvage,ZONING-JUNKYARD zoning-junkyard/salvage,OTHER,OTHER,OTHER,OTHER,1,0
CCC,PANDERING,prostitution-pandering,PANDERING prostitution-pandering,PANDE,PROSTITUTION OFFENSES ASSISTING OR PROMOTING PROSTITUTION,A,SOCIETY,0,1
CCC,PANHANDLING,panhandling,PANHANDLING panhandling,PANH,TRESPASS OF PERSONAL PROPERTY,B,OTHER,0,1
CCC,VIOL OF PAROLE,violation of parole,VIOL OF PAROLE violation of parole,PAROLE,PAROLE VIOLATION,B,OTHER,0,1
CCC,EMBRACERY,embracery,EMBRACERY embracery,JURY TAMPER,JURY TAMPERING,B,OTHER,1,1
CCC,PEEPING TOM,peeping tom,PEEPING TOM peeping tom,PEEP,PEEPING TOM,B,OTHER,0,1
CCC,PERJURY,perjury,PERJURY perjury,PERJURY,PERJURY SUBORNATION OF PERJURY,B,OTHER,0,1
CCC,PERJURY-SUBORNA,perjury-subornation of,PERJURY-SUBORNA perjury-subornation of,PERJURY,PERJURY SUBORNATION OF PERJURY,B,OTHER,0,1
CCC,CONSPIRACY IN C,conspiracy in competition,CONSPIRACY IN C conspiracy in competition,OTHER,OTHER,OTHER,OTHER,1,0
CCC,FILM PIRACY,film piracy,FILM PIRACY film piracy,PIRAC HIJACK,AIR PIRACY/HIJACKING,A,PROPERTY,0,1
CCC,HANDICAP SPACE,handicap space parking violation,HANDICAP SPACE handicap space parking violation,OTHER,OTHER,OTHER,OTHER,1,0
CCC,HIJACKING M.V.,hijacking motor vehicle,HIJACKING M.V. hijacking motor vehicle,CARJ,ROBBERY,A,PROPERTY,1,1
CCC,PUBLIC NUISANCE,Public nuisance violation,PUBLIC NUISANCE Public nuisance violation,NUIS,DISORDERLY CONDUCT,B,OTHER,1,1
CCC,POSS DRUG-SCH,manufacture/distr/dispense/possess controlled substance at/near school,POSS DRUG-SCH manufacture/distr/dispense/possess controlled substance at/near school,DRUG,"DRUG/NARCOTIC OFFENSES, DRUG/NARCOTIC VIOLATIONS",A,SOCIETY,1,1
CCC,POSS SCH 1 NAR,poss schedule 1 narcotics,POSS SCH 1 NAR poss schedule 1 narcotics,POSSES,"DRUG/NARCOTIC OFFENSES, DRUG/NARCOTIC VIOLATIONS",A,SOCIETY,0,1
CCC,POSSESS OF FIRE,Possession of firearms-knives,POSSESS OF FIRE Possession of firearms-knives,POSSES,"DRUG/NARCOTIC OFFENSES, DRUG/NARCOTIC VIOLATIONS",A,SOCIETY,0,1
CCC,POSSESS OF UNST,possess of unstamped whiskey,POSSESS OF UNST possess of unstamped whiskey,POSSES,"DRUG/NARCOTIC OFFENSES, DRUG/NARCOTIC VIOLATIONS",A,SOCIETY,0,1
CCC,POSSESS SUBSTN,possessing substance to manufacure controlled substance.,POSSESS SUBSTN possessing substance to manufacure controlled substance.,POSSES,"DRUG/NARCOTIC OFFENSES, DRUG/NARCOTIC VIOLATIONS",A,SOCIETY,0,1
CCC,LICENSE-EXPIRED,License-expired,LICENSE-EXPIRED License-expired,OTHER,OTHER,OTHER,OTHER,1,0
CCC,LICENSE-IMPROPE,License-improper,LICENSE-IMPROPE License-improper,OTHER,OTHER,OTHER,OTHER,1,0
CCC,SEX PREDATOR,sexual violent predator,SEX PREDATOR sexual violent predator,SEX,SEX OFFENSES,A,PERSON,1,1
CCC,VACATE PREMISES,vacating premises,VACATE PREMISES vacating premises,OTHER,OTHER,OTHER,OTHER,1,0
CCC,VIOL OF PROB,violation of probation,VIOL OF PROB violation of probation,PROB,PROBATION VIOLATION,B,OTHER,0,1
CCC,TRANS. OF DRUG,transaction of drug related objects to use,TRANS. OF DRUG transaction of drug related objects to use,DRUG,"DRUG/NARCOTIC OFFENSES, DRUG/NARCOTIC VIOLATIONS",A,SOCIETY,1,1
CCC,POST SIGN,"posting posters, signs on or within the rights-of-way of a public road","POST SIGN posting posters, signs on or within the rights-of-way of a public road",OTHER,OTHER,OTHER,OTHER,1,0
CCC,POSTING PERMIT,posting of permit not commence until permit card posted on premises.,POSTING PERMIT posting of permit not commence until permit card posted on premises.,OTHER,OTHER,OTHER,OTHER,1,0
CCC,PROSTITUTION,prostitution,PROSTITUTION prostitution,PROSTI,PROSTITUTION OFFENSES ASSISTING OR PROMOTING PROSTITUTION,A,SOCIETY,0,1
CCC,PROSTITUTION-KE,prostitution-keep place of,PROSTITUTION-KE prostitution-keep place of,PROSTI,PROSTITUTION OFFENSES ASSISTING OR PROMOTING PROSTITUTION,A,SOCIETY,0,1
CCC,PROSTITUTION-PA,prostitution-pandering-comp,PROSTITUTION-PA prostitution-pandering-comp,PROSTI,PROSTITUTION OFFENSES ASSISTING OR PROMOTING PROSTITUTION,A,SOCIETY,0,1
CCC,PROSTITUTION-PI,prostitution-pimping,PROSTITUTION-PI prostitution-pimping,PROSTI,PROSTITUTION OFFENSES ASSISTING OR PROMOTING PROSTITUTION,A,SOCIETY,0,1
CCC,SMOKING PROHIB,Smoking prohibited in public place,SMOKING PROHIB Smoking prohibited in public place,PUBL,DISORDERLY CONDUCT,B,OTHER,1,1
CCC,PARKING TIME,prohibited parking of vehicle during certain hours,PARKING TIME prohibited parking of vehicle during certain hours,OTHER,OTHER,OTHER,OTHER,1,0
CCC,QUARANTINE-TIME,Quarantine Duration Violation,QUARANTINE-TIME Quarantine Duration Violation,QUARANTINE,VIOLATION OF QUARANTINE,B,OTHER,0,1
CCC,ALC HOURS VIO,sale of alcohol during hours not allowed,ALC HOURS VIO sale of alcohol during hours not allowed,ALC TOBA,LIQUOR AND TOBACCO LAW VIOLATIONS,B,OTHER,1,1
CCC,C A H REST VIO,controlled access highway - restriction violation,C A H REST VIO controlled access highway - restriction violation,OTHER,OTHER,OTHER,OTHER,1,0
CCC,NO BRAKE LIGHTS,NO BRAKE LIGHTS OR WORKING TURN SIGNALS,NO BRAKE LIGHTS NO BRAKE LIGHTS OR WORKING TURN SIGNALS,OTHER,OTHER,OTHER,OTHER,1,0
CCC,PARK-HRS VIO,park - hours of operation violation,PARK-HRS VIO park - hours of operation violation,OTHER,OTHER,OTHER,OTHER,1,0
CCC,PARKING VIO -OR,parking violation - county ordinance,PARKING VIO -OR parking violation - county ordinance,OTHER,OTHER,OTHER,OTHER,1,0
CCC,PRO ACT IN PARK,prohibited acts in parks and rec. locations,PRO ACT IN PARK prohibited acts in parks and rec. locations,OTHER,OTHER,OTHER,OTHER,1,0
CCC,RICO ACT OF GA,racketeer influenced & corrupt organizations,RICO ACT OF GA racketeer influenced & corrupt organizations,RACK RICO,"RACKETEERING, RICO",A OR B,PROPERTY,0,1
CCC,RIDE BACK OF TK,juvenile riding in back of pickup truck,RIDE BACK OF TK juvenile riding in back of pickup truck,OTHER,OTHER,OTHER,OTHER,1,0
CCC,SUSPICIOUS PACK,suspicious package,SUSPICIOUS PACK suspicious package,OTHER,OTHER,OTHER,OTHER,1,0
CCC,TAG-REPLACE-VIO,tag - failure to report loss of or replace,TAG-REPLACE-VIO tag - failure to report loss of or replace,OTHER,OTHER,OTHER,OTHER,1,0
CCC,TRAFFIC DEV VIO,traffic-control device violation,TRAFFIC DEV VIO traffic-control device violation,OTHER,OTHER,OTHER,OTHER,1,0
CCC,TRUCKS LANE VIO,trucks using highways with multiple lanes,TRUCKS LANE VIO trucks using highways with multiple lanes,OTHER,OTHER,OTHER,OTHER,1,0
CCC,RAPE,rape,RAPE rape,RAPE,SEX OFFENSES,A,PERSON,0,1
CCC,LEASH LAW,Leash law,LEASH LAW Leash law,OTHER,OTHER,OTHER,OTHER,1,0
CCC,RECKLESS HIV,reckless conduct - hiv infected person,RECKLESS HIV reckless conduct - hiv infected person,OTHER,OTHER,OTHER,OTHER,1,0
CCC,CHILD RESTR 2ND,SAFETY BELT VIOLATION CHILD (2ND OR SUBSEQUENT),CHILD RESTR 2ND SAFETY BELT VIOLATION CHILD (2ND OR SUBSEQUENT),OTHER,OTHER,OTHER,OTHER,1,0
CCC,ORD. FOREST PRK,city ordinance forest park,ORD. FOREST PRK city ordinance forest park,OTHER,OTHER,OTHER,OTHER,1,0
CCC,STATUTORY RAPE,"statutory rape', 'statutory rape - victim 14-15, defendant 18 or less","STATUTORY RAPE statutory rape', 'statutory rape - victim 14-15, defendant 18 or less",RAPE,SEX OFFENSES,A,PERSON,1,1
CCC,CREDIT REPAIR,operating credit repair services,CREDIT REPAIR operating credit repair services,OTHER,OTHER,OTHER,OTHER,1,0
CCC,DEPRIVATION1STD,cruelty to children-deprivation nec subst 1st deg,DEPRIVATION1STD cruelty to children-deprivation nec subst 1st deg,CRUEL,CRUELTY TO CHILDREN,A,PERSON,1,1
CCC,FAIL TO RETRIVE,Killing/crippling game without effort to retrieve,FAIL TO RETRIVE Killing/crippling game without effort to retrieve,OTHER,OTHER,OTHER,OTHER,1,0
CCC,MAINT OF BRAKES,maintenance of brakes,MAINT OF BRAKES maintenance of brakes,OTHER,OTHER,OTHER,OTHER,1,0
CCC,PEDESTRIAN ON H,Pedestrian on highways,PEDESTRIAN ON H Pedestrian on highways,OTHER,OTHER,OTHER,OTHER,1,0
CCC,PROPER TRASHCAN,all trashcans must be waterproof with a tight lid,PROPER TRASHCAN all trashcans must be waterproof with a tight lid,OTHER,OTHER,OTHER,OTHER,1,0
CCC,RED TRAFFIC ARR,ran red traffic arrow,RED TRAFFIC ARR ran red traffic arrow,OTHER,OTHER,OTHER,OTHER,1,0
CCC,REFUSE RELINQUI,Refusal to relinquish telephone party line in case of emergency,REFUSE RELINQUI Refusal to relinquish telephone party line in case of emergency,OTHER,OTHER,OTHER,OTHER,1,0
CCC,RESTRICT EPHEDR,retriction on commercial sales of ephedrine,RESTRICT EPHEDR retriction on commercial sales of ephedrine,OTHER,OTHER,OTHER,OTHER,1,0
CCC,TAG-NON RESIDEN,tag-non resident,TAG-NON RESIDEN tag-non resident,OTHER,OTHER,OTHER,OTHER,1,0
CCC,TRAFFICKING-MAR,trafficking - marijuana,TRAFFICKING-MAR trafficking - marijuana,MARJ,"DRUG/NARCOTIC OFFENSES, DRUG/NARCOTIC VIOLATIONS",A,SOCIETY,1,1
CCC,TRANS DRUG OBJE,transaction in drug related objects to grow,TRANS DRUG OBJE transaction in drug related objects to grow,DRUG,"DRUG/NARCOTIC OFFENSES, DRUG/NARCOTIC VIOLATIONS",A,SOCIETY,1,1
CCC,TRAPPING-ILLEGA,Trapping-illegal,TRAPPING-ILLEGA Trapping-illegal,OTHER,OTHER,OTHER,OTHER,1,0
CCC,EQUINE/CARE,Humane care for equine-adequate food/water,EQUINE/CARE Humane care for equine-adequate food/water,OTHER,OTHER,OTHER,OTHER,1,0
CCC,PENAL RIOT,riot in penal institution,PENAL RIOT riot in penal institution,RIOT,TRESPASS OF PERSONAL PROPERTY,B,OTHER,1,1
CCC,RIOT,riot,RIOT riot,RIOT,TRESPASS OF PERSONAL PROPERTY,B,OTHER,1,1
CCC,ROBBERY,robbery,ROBBERY robbery,ROB,ROBBERY,A,PROPERTY,0,1
CCC,ROBBERY BY FORC,robbery by force,ROBBERY BY FORC robbery by force,ROB,ROBBERY,A,PROPERTY,1,1
CCC,ROBBERY BY INT,robbery by intimidation,ROBBERY BY INT robbery by intimidation,ROB,ROBBERY,A,PROPERTY,1,1
CCC,ROBBERY BY SNAT,robbery by sudden snatching,ROBBERY BY SNAT robbery by sudden snatching,ROB,ROBBERY,A,PROPERTY,1,1
CCC,ROBBERY-ARMED,robbery-armed,ROBBERY-ARMED robbery-armed,ROB,ROBBERY,A,PROPERTY,1,1
CCC,ANIMAL BITE,animal bite,ANIMAL BITE animal bite,OTHER,OTHER,OTHER,OTHER,1,0
CCC,ADVOCATE OVERTH,advocate overthrow of government,ADVOCATE OVERTH advocate overthrow of government,SEDIT OVERTHR,SEDITION,B,OTHER,1,1
CCC,MASTURB FOR HIR,masturbation for hire,MASTURB FOR HIR masturbation for hire,PROSTI,PROSTITUTION OFFENSES ASSISTING OR PROMOTING PROSTITUTION,A,SOCIETY,1,1
CCC,OVERTAKING/PASS,overtaking and passing,OVERTAKING/PASS overtaking and passing,OTHER,OTHER,OTHER,OTHER,1,0
CCC,OVERWEIGHT,overweight,OVERWEIGHT overweight,OTHER,OTHER,OTHER,OTHER,1,0
CCC,RPT NEED SERVIC,reporting of need for protective services,RPT NEED SERVIC reporting of need for protective services,OTHER,OTHER,OTHER,OTHER,1,0
CCC,SIGN W/O PERMIT,Erection/Maintenance of sign without permit,SIGN W/O PERMIT Erection/Maintenance of sign without permit,OTHER,OTHER,OTHER,OTHER,1,0
CCC,SOLICT W/O PERM,soliciting without a permit,SOLICT W/O PERM soliciting without a permit,OTHER,OTHER,OTHER,OTHER,1,0
CCC,SPEED OVER LIMT,speeding above posted limit,SPEED OVER LIMT speeding above posted limit,TRAFF,TRAFFIC VIOLATIONS,A OR B,OTHER,1,0
